100
0 0 0.00 0.00 10000000.00
0 1 149600000000.00 0.00 1000.00
0 2 149984400000.00 0.00 10000000.00
0 3 -976435347914.90 -1842586068363.20 -100730813155.29
0 4 1612723018793.73 -1565566140956.04 705731983625.21
0 5 -1499532548477.66 -477631430364.04 -1713139559940.03
0 6 1115730570217.47 -1518888285159.55 -1201511649043.07
0 7 -651446174202.23 838467608596.42 -997527997473.97
0 8 886281279328.41 1295845988809.99 -1834081841555.46
0 9 -220018823733.56 1697181574859.28 1525995876419.36
0 10 1444278651589.66 -541395626282.97 -466440449685.99
0 11 1165547677858.52 -158748974166.23 -658805598811.62
0 12 1675600176526.05 -754592406914.85 -841473277118.74
0 13 -1728466570250.91 -1803904978467.11 -1916640724947.97
0 14 -887173260975.24 1422211466088.06 -1305041556854.29
0 15 820531928362.57 -1439434107131.99 -1290219284263.54
0 16 1081535554994.61 -1605358481223.40 -613598912308.74
0 17 181302695619.55 1869372691898.31 379902932038.49
0 18 1958744309823.38 72617358561.89 -1163686038536.80
0 19 375644664455.04 1759790398068.63 -1254208955566.50
0 20 722173211501.06 1506546877094.80 -317562696671.84
0 21 -458762492266.84 -386233798408.06 -120138325784.42
0 22 -451393394941.18 723026815207.22 679727056380.23
0 23 290472996556.42 -952686577547.66 -1792401602395.07
0 24 -872539888542.40 408961202208.40 -955449552720.16
0 25 -183303528550.69 -204173860235.22 214186578157.44
0 26 -1107268767015.67 -1646187143235.55 -744149490606.11
0 27 1872483845740.78 1451618583617.55 527610714793.02
0 28 -693964173409.14 1688598554436.40 -1308631248450.20
0 29 -1986932169639.94 -1537093052425.00 1936471344873.53
0 30 -331674571303.50 244706171678.71 -1731827536472.97
0 31 -324641299585.18 -540399463167.60 -1048916749213.32
0 32 -589848873480.15 213903076115.02 539873886173.53
0 33 -1999938618391.72 -1032838165309.67 1432812148441.01
0 34 1688801869605.11 -480058589242.43 1030591796632.20
0 35 363166610879.44 -1177212768782.49 -1079421544018.86
0 36 1193606888499.86 -649644329515.12 -702832759685.27
0 37 -533239626573.98 1068283762348.95 -1530372146298.35
0 38 -534485622558.04 1271723491731.90 1322844480780.35
0 39 -1443687516936.89 -347799466153.51 429627501605.84
0 40 -1242624466886.10 -778132337507.85 -1455627739175.98
0 41 136482077714.28 -321419372372.99 1874685401038.59
0 42 -1217690014847.41 -1753246744979.75 550015171314.60
0 43 -1689858352621.02 -1773704074217.80 -86415846872.34
0 44 -1646515775307.32 1693417610457.83 743937629621.45
0 45 1487508604064.35 -870150608415.79 -383417387671.50
0 46 1555294407324.54 -164418731892.68 297297333505.61
0 47 -399188730120.28 720172153189.86 -12430637149.34
0 48 -1175035461399.26 -1755634833013.47 563340273948.08
0 49 -1146931953330.96 -1404412207847.65 1351150698657.68
0 50 -1466132798914.86 459001324353.27 1191800457980.39
0 51 376917113725.52 336410292580.92 1012194754095.84
0 52 -1996949477119.81 -1099082368937.83 -1333911649572.62
0 53 -916934424506.94 -1463293472055.02 -1704227655988.29
0 54 857731505696.54 -1385343646344.42 -1758722398317.76
0 55 1368240268606.80 -1077824150714.01 1907526316078.16
0 56 -1684831414224.97 1919485185257.85 1611567066801.51
0 57 -34314383768.62 1507084043466.99 1152697998635.80
0 58 -823915110353.34 1095393385316.89 1261595088644.70
0 59 783707415118.68 935950748126.93 906175415453.58
0 60 1116712739279.83 -266577202019.55 -380009173592.56
0 61 473310797695.68 -490786689562.16 -1103665392428.48
0 62 -939912078408.48 1497502946992.17 -1527367582324.60
0 63 302946069418.89 1237100194784.39 -304595693156.40
0 64 31177538461.60 1415281451966.28 1135706228732.93
0 65 801612229459.74 -12745051650.68 -1670127965356.28
0 66 -1487234391033.29 -724760753440.09 -798332956991.31
0 67 1365638525861.15 -591473032995.81 79015546515.13
0 68 818678104699.90 -1624000426206.74 -6160755644.63
