0 0 0.00 0.00 10000000.00
0 1 149600000000.00 0.00 1000.00
0 2 149984400000.00 0.00 10000000.00
0 3 -493145429991.72 163364919677.08 -68688100003.03
0 4 67302822399.56 -286942349647.61 -99267468601.12
0 5 -68653789148.04 -68318217791.77 443449769142.76
0 6 437248550791.87 -369514070856.16 -236186076298.44
0 7 274626657261.81 -341538741179.53 244117429360.80
0 8 374055271909.60 26958606451.26 19102663509.13
0 9 497065458911.04 -79489063741.40 -63761090190.97
0 10 342446297333.78 -263449606841.17 -76937068522.41
0 11 453889977631.11 -361013695998.59 495083279905.41
0 12 -380726258680.56 414630038158.33 -363488473400.24
0 13 -318395099052.41 75449385016.90 488691498520.17
0 14 348153039276.67 304619086815.33 436591018893.10
0 15 -91794198188.83 -453469195381.49 -271338739791.58
0 16 -17035328092.54 462945248914.39 100610275101.20
0 17 -180836069249.01 -107264008655.80 -469745466937.19
0 18 464145697170.94 -56123560553.47 -213478779286.83
0 19 -210334994695.31 82766189511.29 473192255465.87
0 20 314814103215.38 -74401944677.53 -349421000969.33
0 21 -233881409621.74 -11688924632.82 -4415386591.30
0 22 349232443072.48 44785178054.49 265490544385.04
0 23 -262842857168.45 -224875995761.19 -371425052579.22
0 24 -12812812585.76 -196379282370.39 -215340459586.75
0 25 -382237922811.06 -313572186424.20 -202747760.43
0 26 55785956120.02 21221012119.77 -444785458475.72
0 27 -445332193256.04 372716851007.53 344073414729.94
0 28 -494268951934.89 -425584435893.96 -456659947967.46
0 29 -392744945312.27 263238132821.04 -105300409535.55
0 30 124404835339.82 389878708817.94 78060988605.98
0 31 -22894089353.69 -46019384426.07 303605728691.26
0 32 -25461679103.53 120327504640.60 142245764677.53
0 33 -427220649517.71 -486414590378.48 268107130549.90
0 34 226489488373.74 -442696436747.30 -486050663043.77
0 35 -141718007457.31 -274714144773.18 -383705695571.24
0 36 -494036063083.46 67579176075.56 -309239712920.62
0 37 382649749462.80 18591868932.63 433959231681.17
0 38 -190999179468.96 364873082314.09 40515042627.47
0 39 369358917637.43 -353525295319.75 417469747326.09
0 40 -448972969757.85 453664084874.87 -69809566982.93
0 41 209149941666.59 -46043228146.64 -1735147788.07
0 42 4725918874.48 -365709555272.81 182692295723.92
0 43 421340172608.08 277671717469.43 -264398320002.67
0 44 -204093018408.91 -313164521387.39 -418631187602.24
0 45 161742823972.25 -367490034954.38 441418204894.95
0 46 59015377684.97 371907140068.67 9921246445.70
0 47 -494638889094.18 -84179120410.32 226685083809.63
0 48 -382360981722.53 -384641809335.28 235740373253.70
0 49 -57306767235.19 -171331569399.37 -335595009306.26
0 50 -452354866989.12 45506251764.25 -61978722252.87
0 51 -76389024302.54 -359443934568.88 47869843220.28
0 52 249869541614.26 -263158309628.80 -426926256123.43
0 53 154393550778.92 125923302781.73 -458465429469.23
0 54 -84229870971.40 -188237243186.79 176851661725.37
0 55 -225317600055.28 -437184537266.00 240477579990.62
0 56 259748473185.93 62902349775.15 -17061166706.06
0 57 -348056078817.72 -135173306164.88 158181133055.21
0 58 445341729999.21 405655265276.16 -395052905145.59
0 59 -425312969333.17 396671695586.61 394602893802.62
0 60 -337141313979.93 423427896538.48 -325071731035.17
0 61 -213925714471.34 -286120321036.37 309351746835.44
0 62 69456369415.60 -332751416989.02 -352220065822.93
0 63 -209678130089.16 -465474214388.74 200437078578.60
0 64 390684639518.47 -269879555222.52 262041137908.60
0 65 139878586698.27 94836509132.22 -91624342180.61
0 66 -112577438639.75 185260284079.83 108326758541.32
0 67 425412714912.28 -491166278250.13 -152413012763.68
0 68 474556989490.31 143064037264.82 -204878183409.98
0 69 -473267177107.40 494132361837.72 394935438826.18
0 70 -102314941399.88 21038500369.08 456535361221.31
0 71 -441192349391.61 -179031187984.64 -286336420004.41
0 72 -126837958407.98 109274632581.17 280698435744.60
0 73 -374476849043.03 -367016793166.76 -368254387224.21
